2025-11-16 17:27:11 | INFO     | __main__:<module> | ============================================================
2025-11-16 17:27:11 | INFO     | __main__:<module> | 🌤️  WEATHER AGENT STARTING
2025-11-16 17:27:11 | INFO     | __main__:<module> | 📡 URL: http://localhost:5001
2025-11-16 17:27:11 | INFO     | __main__:<module> | 🔌 Port: 5001
2025-11-16 17:27:11 | INFO     | __main__:<module> | ============================================================
2025-11-16 17:35:33 | INFO     | __main__:<module> | ============================================================
2025-11-16 17:35:33 | INFO     | __main__:<module> | 🌤️  WEATHER AGENT STARTING
2025-11-16 17:35:33 | INFO     | __main__:<module> | 📡 URL: http://localhost:5001
2025-11-16 17:35:33 | INFO     | __main__:<module> | 🔌 Port: 5001
2025-11-16 17:35:33 | INFO     | __main__:<module> | ============================================================
